db,person,property,value
ours,Q1620229,P2013,泉田-裕彦-1510624319207568
ours,Q16264927,P2013,okamoto.office
ours,Q1654408,P2013,tomomi.inada.5
ours,Q1654639,P2013,iwayajimusho
ours,Q1654639,P2013,takeshi.iwaya.9
ours,Q1655220,P2013,hakubun.biz
ours,Q1655220,P2013,hakubun.shimomura
ours,Q1655453,P2013,moteging
ours,Q1655755,P2013,nakagawa.office
ours,Q1655755,P2013,yuko.nakagawa.355
ours,Q1656896,P2013,100014826343736
ours,Q1656896,P2013,miyakoshi.mitsuhiro
ours,Q16770033,P2013,kanekomasuo
ours,Q1704924,P2013,Nemoto.Official
ours,Q1704924,P2013,t.nemoto.ko
ours,Q1704969,P2013,furuyakeiji
ours,Q1705028,P2013,100005766810070
ours,Q17158474,P2013,tomohiro.konno.18
ours,Q17158474,P2013,tomohiro.konno.saitama11
ours,Q17158549,P2013,saitohiroaki2
ours,Q17158714,P2013,sakamotoyunosuke
ours,Q17158871,P2013,hajime.sasaki.56
ours,Q17158871,P2013,start.sasaki.hajime
ours,Q17159494,P2013,shimadayoshikazu
ours,Q17159494,P2013,yoshikazu.shimada.52
ours,Q17160031,P2013,takako.daichi
ours,Q17160872,P2013,hideyuki.tanaka.790
ours,Q17219387,P2013,鳩山-二郎-611761022337730
ours,Q17220479,P2013,hamachi.masakazu
ours,Q17223599,P2013,naohisa.matsuda.39
ours,Q1737907,P2013,KeiichiroASAO
ours,Q1737907,P2013,asao.keiichiro
ours,Q1739044,P2013,wakabayashikenta
ours,Q1761759,P2013,ShimojiMikio
ours,Q1761759,P2013,shimojimikio0814
ours,Q18458881,P2013,gemma.kentaro
ours,Q18458881,P2013,kentaro.gemma
ours,Q18669603,P2013,saolyn.ikeuchi
ours,Q18669603,P2013,saorioshitai
ours,Q18700742,P2013,saeko.umemura.3
ours,Q18700742,P2013,umemurasaeko
ours,Q18700919,P2013,ochiaitakayuki.6
ours,Q18700919,P2013,ochiaitakayuki.setagaya
ours,Q18701018,P2013,ak2555
ours,Q18701018,P2013,katoayuko.and.supporters
ours,Q18817567,P2013,saito9kazuko
ours,Q18817650,P2013,shimazu.yukihiro.jcp
ours,Q18817798,P2013,takaaki.tamura.16
ours,Q18817798,P2013,tamuratakaaki
ours,Q18817877,P2013,nakasatookinawa
ours,Q18817972,P2013,kazuya.hatayama.1
ours,Q18818065,P2013,fujino.yasufumi
ours,Q18818101,P2013,terufumi.horiuchi
ours,Q18818124,P2013,majimasyouzou.jcp
ours,Q18818128,P2013,sekio.masuta
ours,Q18818200,P2013,miyamototooru.jcp
ours,Q18818207,P2013,100008489673816
ours,Q18818221,P2013,nobuko.motomura.3
ours,Q18818221,P2013,sogasogabega
ours,Q18818315,P2013,hiroyuki.yokoyama.12
ours,Q1906668,P2013,nakagawa.masaharu
ours,Q1949760,P2013,FurukawaMotohisa
ours,Q1965622,P2013,sonokenn
ours,Q1995125,P2013,kishinobuo
ours,Q20039047,P2013,okuma10
ours,Q20039110,P2013,hiroyuki.onishi.37
ours,Q20039110,P2013,onishihiroyuki0715
ours,Q20039172,P2013,shohei.okashita
ours,Q20039675,P2013,kimuyayo
ours,Q20039675,P2013,yayoi.kimura.35
ours,Q20040516,P2013,Go.Shinohara.Go
ours,Q20040516,P2013,shinohara.go
ours,Q20040828,P2013,HYT4ALL
ours,Q20040828,P2013,suzukihayato.jp
ours,Q20041303,P2013,tanigawa.tom
ours,Q20041482,P2013,hideo.tsunoda.33
ours,Q20041482,P2013,hideo.tsunoda.53
ours,Q20041786,P2013,nakagawakomei
ours,Q21655809,P2013,yuichi.mayama.9
ours,Q21655809,P2013,真山祐一-424176007747296
ours,Q21655823,P2013,miyaji.takuma
ours,Q21655823,P2013,takuma.miyaji.1
ours,Q21701087,P2013,100012097398682
ours,Q21703015,P2013,nobuhiro.yoshida.940
ours,Q23907516,P2013,wadayoshiaki5
ours,Q23907516,P2013,yoshiaki.wada
ours,Q2394829,P2013,100011794540016
ours,Q2394829,P2013,hatoyamataro
ours,Q24875305,P2013,100013473602579
ours,Q2506910,P2013,tatsuo.fukuda.9
ours,Q2506910,P2013,tatsuo.fukuda.page
ours,Q2576940,P2013,55furukawa.yasushi
ours,Q2576975,P2013,100008253606732
ours,Q263777,P2013,nagatsumaakira
ours,Q265174,P2013,tomokatsu.kitagawa
ours,Q276275,P2013,衆議院議員-かみかわ陽子-1679504842290545
ours,Q30144920,P2013,ohirayoshinobu
ours,Q3136350,P2013,hasehiroshi.kousiki
ours,Q3136350,P2013,hiroshi.hase
ours,Q337406,P2013,teamohta
ours,Q3435725,P2013,100005826035922
ours,Q3435725,P2013,akio417fukuda
ours,Q3482658,P2013,100016937237040
ours,Q3547232,P2013,yokomitu10.22
ours,Q359480,P2013,fkishida
ours,Q359480,P2013,kishdafumio
ours,Q360395,P2013,shiozakiyasuhisa
ours,Q369170,P2013,100022320320530
ours,Q369170,P2013,uematsuemiko
ours,Q370385,P2013,100004048560858
ours,Q382089,P2013,nakayamanariaki.official
ours,Q382311,P2013,takeo.kawmaura
ours,Q382311,P2013,tspark.net
ours,Q388496,P2013,mabuchisumio
ours,Q388496,P2013,sumio.mabuchi
ours,Q405527,P2013,SeishiroEto
ours,Q405533,P2013,100005838250019
ours,Q41693423,P2013,inouekazunori0731
ours,Q41693816,P2013,yahagi.asako
ours,Q41693822,P2013,namba.michiyo
ours,Q41693822,P2013,nambamichyo
ours,Q41698739,P2013,harateruo
ours,Q41698739,P2013,teruo.hara.52
ours,Q41767957,P2013,tooru.kanamori
ours,Q41768312,P2013,Natsue.Mori.page
ours,Q41768312,P2013,natsue.mori.56
ours,Q41768409,P2013,koichiyoshida.jcp
ours,Q41768435,P2013,100008449007902
ours,Q41768440,P2013,ishikawa.kaori.12
ours,Q41768440,P2013,kaori.ishikawa.tokachi
ours,Q41769795,P2013,100010780419010
ours,Q41769795,P2013,yosuke.suzuki.tokyo10
ours,Q41769890,P2013,100010161334611
ours,Q41769890,P2013,kishiyoshinobu
ours,Q41769891,P2013,toshimitsu.yoshii.7
ours,Q41769891,P2013,yoshiitoshimitsu
ours,Q41769946,P2013,azuma.kozutsumi
ours,Q41769947,P2013,maeda.junichiro.5
ours,Q41769947,P2013,maejun.jp
ours,Q41769948,P2013,100015441914773
ours,Q41769950,P2013,kitajo.tomohiko
ours,Q41769950,P2013,tomohiko.kitajo
ours,Q41769951,P2013,kazuyuki.atou
ours,Q41769952,P2013,seii.miho
ours,Q41769955,P2013,jcp.yosida.toshio
ours,Q41770033,P2013,100004759720162
ours,Q41770036,P2013,sugio.arai
ours,Q41770037,P2013,1310744851
ours,Q41770042,P2013,naoki.tomita.503
ours,Q41770043,P2013,100022300025896
ours,Q41770043,P2013,Haraguchi.Miki.HRP
ours,Q41770226,P2013,Tokyo22abemakoto
ours,Q41770226,P2013,makoto.abe.22
ours,Q41770228,P2013,akira.kano.18
ours,Q41770228,P2013,kano.akira0
ours,Q41770229,P2013,ryosuke.matsumura.79
ours,Q41770230,P2013,shunsuke.ishin
ours,Q41770230,P2013,伊藤しゅんすけ-1550769188469311
ours,Q41770231,P2013,miyako.iida.9
ours,Q41770231,P2013,八法亭-みややっこ-729898467032255
ours,Q41770233,P2013,takahashi.narihisa
ours,Q41770235,P2013,takashi.inoue.jcp
ours,Q41770236,P2013,山下ようこ-254632094661734
ours,Q41770238,P2013,noriyuki.ishizawa.7
ours,Q41770239,P2013,matsuoakihiro75
ours,Q41770450,P2013,katusuke.kouzai
ours,Q41770452,P2013,kohei.aoyama.90
ours,Q41770456,P2013,100011583347889
ours,Q41770457,P2013,100014180830459
ours,Q41770457,P2013,maki.nakaoka.98
ours,Q41770457,P2013,nakaoka.maki.97
ours,Q41770459,P2013,JCP.TANet
ours,Q41770459,P2013,dr.tanigawa
ours,Q41770460,P2013,fumiko.osanai
ours,Q41770460,P2013,osanai235
ours,Q41770463,P2013,yoshidaharumi2016
ours,Q41770465,P2013,kukure.hara
ours,Q41770566,P2013,makoto.sugawara.33
ours,Q41770567,P2013,mizukami.mika12
ours,Q41770570,P2013,michishitadaiki
ours,Q41770571,P2013,kanakuramasatoshi
ours,Q41770571,P2013,kanakuramasatosioffice
ours,Q41770572,P2013,yasufumi.kowada
ours,Q41770573,P2013,100005961273973
